Title,China Runtime,Converted,China Release Date,Budget,Genres,Original Language,Production Company,Global Release Date,Revenue,Global Runtime,Difference
101 Dalmatians,01:38:41,98,,54000000,Comedy ;Family ;,en,Walt Disney Pictures ;Great Oaks Entertainment ;,11/17/96,320689294,103,-5
Star Trek: First Contact,01:50:44,110,,46000000,Science ;Fiction ;Action ;Adventure ;Thriller ;,en,Paramount Pictures ;Digital Image Associates ;,11/21/96,150000000,111,-1
Shiloh,01:30:35,90,,0,Drama ;Family ;,en,Bruin Grip Services ;Good Dog Productions LLC ;Utopia Pictures ;Zeta Entertainment ;,11/30/96,0,93,-3
Jerry Maguire,02:12:44,132,,50000000,Comedy ;Drama ;Romance ;,en,Gracie Films ;TriStar Pictures ;,12/06/96,273552592,139,-7
Daylight,01:54:24,114,,80000000,Action ;Adventure ;Thriller ;,en,Universal Pictures ;Davis Entertainment ;,12/06/96,159212469,115,-1
Everyone Says I Love You,01:40:56,100,,20000000,Music ;Comedy ;Romance ;,en,Miramax Films ;,12/06/96,0,101,-1
Mars Attacks!,01:45:45,105,,70000000,Comedy ;Fantasy ;Science ;Fiction ;,en,Tim Burton Productions ;,12/12/96,101371017,106,-1
Evita,02:14:45,134,,55000000,History ;Drama ;Music ;,en,Hollywood Pictures ;Cinergi Pictures Entertainment ;,12/14/96,141047179,134,0
Escape Clause,01:27:10,87,null,0,Thriller ;Movie ;,en,MGM Television ;Showtime Networks ;,12/15/96,0,99,-12
Marvin's Room,01:38:22,98,,23000000,Drama ;,en,Miramax Films ;Scott Rudin Productions ;Tribeca Productions ;,12/18/96,12803305,98,0
Scream,01:49:25,109,,14000000,Crime ;Horror ;Mystery ;,en,Woods Entertainment ;Dimension Films ;,12/20/96,173046663,111,-2
My Fellow Americans,01:41:08,101,,0,Comedy ;Drama ;,en,Warner Bros ;Storyline Entertainment ;Peters Entertainment ;,12/20/96,0,101,0
Stranger in the House,01:27:11,87,null,0,Thriller ;,en,Allegro Films ;The Image Organization ;,01/01/97,0,94,-7
Star Kid,01:40:51,100,,0,Action ;Adventure ;Family ;Science ;Fiction ;,en,Trimark Pictures ;Manny Coto Productions ;,01/16/97,7,101,-1
Nightwatch,01:40:29,100,,0,Action ;Drama ;Horror ;Mystery ;Thriller ;,en,Michael Obel Productions ;,01/31/97,1179002,102,-2
Dante's Peak,01:48:28,108,,116000000,Action ;Adventure ;Thriller ;,en,Universal Pictures ;Pacific Western ;,02/07/97,178127760,108,0
Absolute Power,02:01:09,121,,50000000,Crime ;Drama ;Thriller ;,en,Columbia Pictures ;Castle Rock Entertainment ;Malpaso Productions ;,02/14/97,50068310,121,0
Dying to Belong,01:25:30,85,null,0,Movie ;Drama ;,en,Hallmark Entertainment ;Von Zerneck Sertner Films ;,02/24/97,0,120,-35
Donnie Brasco,02:00:59,120,,35000000,Crime ;Drama ;Thriller ;,en,TriStar Pictures ;Mark Johnson Productions ;Phoenix Pictures ;Baltimore Pictures ;,02/27/97,41954997,127,-7
The Devil's Own,01:46:33,106,,90000000,Crime ;Thriller ;Drama ;,en,Columbia Pictures ;,03/12/97,140807547,107,-1
Liar Liar,01:26:30,86,,45000000,Comedy ;,en,Imagine Entertainment ;Universal Pictures ;,03/21/97,302710615,86,0
Selena,02:07:26,127,,20000000,Drama ;,en,Q Productions ;Esparza  ;Katz Productions ;,03/21/97,60000000,127,0
Cats Don't Dance,01:11:09,71,,32000000,Animation ;Comedy ;Family ;Music ;,en,Warner Bros ;Pictures ;David Kirschner Productions ;Turner Feature Animation ;,03/26/97,3566637,75,-4
Double Team,01:29:07,89,4/4/97,30000000,Action ;Science ;Fiction ;,en,Columbia Pictures ;Mandalay Entertainment ;,04/04/97,0,93,-4
Chasing Amy,01:53:04,113,,250000,Comedy ;Drama ;Romance ;,en,Miramax Films ;View Askew Productions ;,04/04/97,12021272,113,0
Anaconda,01:29:05,89,,45000000,Adventure ;Horror ;Thriller ;,en,Columbia Pictures Corporation ;Middle Fork Productions ;Iguana Producciones ;Skylight Cinema Foto Art ;St ;Tropez Films ;Cinema Line Film Corporation ;,04/11/97,136885767,89,0
Murder at 1600,01:46:20,106,,0,Action ;Drama ;Mystery ;Thriller ;Crime ;,en,Regency Enterprises ;Kopelson Entertainment ;Warner Bros ;Limited Partnership ;,04/18/97,25804707,107,-1
The Lost World: Jurassic Park,02:08:15,128,,73000000,Adventure ;Action ;Science ;Fiction ;,en,Universal Pictures ;Amblin Entertainment ;,05/23/97,229074524,129,-1
Addicted to Love,01:40:27,100,,0,Comedy ;Romance ;,en,Warner Bros ;Outlaw Productions  ;Miramax ;,05/23/97,34673095,100,0
Til There Was You,01:22:24,82,null,1000000,Comedy ;Romance ;,en,Paramount Pictures ;Lakeshore Entertainment ;,05/30/97,0,113,-31
Con Air,01:55:25,115,,75000000,Action ;Thriller ;Crime ;,en,Jerry Bruckheimer Films ;Kouf ;Bigelow Productions ;Touchstone Pictures ;Hiett Designs of Las Vegas ;Runway Pictures Inc ;,06/01/97,224012234,115,0
Robinson Crusoe,01:30:40,90,,0,Action ;Adventure ;Drama ;,en,Miramax ;,06/11/97,0,92,-2
My Best Friend's Wedding,01:44:52,104,,38000000,Comedy ;Romance ;,en,TriStar Pictures ;,06/19/97,299288605,105,-1
Face/Off,02:18:56,138,,80000000,Action ;Crime ;Science ;Fiction ;Thriller ;,en,Paramount Pictures ;Permut Presentations ;WCG Entertainment Productions ;Douglas ;Reuther Productions ;Touchstone Pictures ;Krane Entertainment ;,06/27/97,245676146,138,0
Men in Black,01:37:57,97,,90000000,Action ;Adventure ;Comedy ;Science ;Fiction ;,en,Amblin Entertainment ;Columbia Pictures Corporation ;Parkes ;MacDonald Image Nation ;,07/02/97,589390539,98,-1
Bean,01:28:00,88,,18000000,Comedy ;,en,Tiger Aspect Productions ;PolyGram Filmed Entertainment ;Working Title Films ;,07/03/97,251212670,85,3
Contact,02:29:41,149,,90000000,Drama ;Science ;Fiction ;Mystery ;,en,Warner Bros ;South Side Amusement Company ;,07/11/97,171120329,150,-1
George of the Jungle,01:27:54,87,,55000000,Adventure ;Comedy ;Family ;Romance ;,en,Walt Disney Pictures ;Mandeville Films ;,07/15/97,0,92,-5
Snow White: A Tale of Terror,01:40:29,100,,26000000,Fantasy ;Horror ;,en,Interscope Communications ;Polygram Filmed Entertainment ;,07/18/97,0,100,0
Air Force One,02:04:34,124,,85000000,Action ;Thriller ;,en,Columbia Pictures Corporation ;Beacon Communications ;Radiant Productions ;,07/25/97,315156409,124,0
One Eight Seven,01:59:00,119,,20000000,Drama ;Thriller ;,en,Icon Entertainment International ;,07/29/97,5716080,119,0
The Brave,01:57:28,117,,0,Drama ;,en,,07/30/97,0,123,-6
Drive,01:38:24,98,,3500000,Action ;Adventure ;Science ;Fiction ;Comedy ;,en,Overseas FilmGroup ;NEO Motion Pictures ;,08/06/97,0,100,-2
Conspiracy Theory,02:15:17,135,,75000000,Action ;Drama ;Mystery ;Thriller ;,en,Silver Pictures ;Warner Bros ;Donner ;Shuler ;Donner Productions ;,08/07/97,136982834,135,0
Cop Land,01:43:56,103,,15000000,Action ;Crime ;Drama ;,en,Miramax Films ;Across the River Productions ;Woods Entertainment ;,08/15/97,44862187,104,-1
Mimic,01:50:26,110,,30000000,Fantasy ;Horror ;Thriller ;,en,Miramax Films ;Dimension Films ;,08/22/97,25480490,105,5
Deconstructing Harry,01:23:15,83,,20000000,Comedy ;Drama ;,en,Fine Line Features ;,08/26/97,10686841,96,-13
Gattaca,01:41:51,101,,36000000,Thriller ;Science ;Fiction ;Mystery ;Romance ;,en,Columbia Pictures ;Jersey Films ;,09/07/97,12532777,106,-5
Hav Plenty,01:27:31,87,,0,Action ;Comedy ;Romance ;Science ;Fiction ;Thriller ;,en,,09/11/97,0,92,-5
The Game,02:08:32,128,,50000000,Drama ;Thriller ;Mystery ;,en,PolyGram Filmed Entertainment ;B Producoes ;Popaganda Films ;,09/12/97,109423648,129,-1
A Thousand Acres,01:40:48,100,,0,Drama ;,en,Propaganda Films ;Beacon Communications ;PolyGram Filmed Entertainment ;Touchstone Pictures ;Via Rosa Productions ;Prairie Films ;,09/17/97,0,105,-5
L.A. Confidential,02:17:53,137,,35000000,Crime ;Drama ;Mystery ;Thriller ;,en,Regency Enterprises ;Wolper Organization ;Warner Bros ;,09/19/97,126216940,138,-1
The Apostle,02:13:57,133,,5000000,Drama ;,en,Butcher ;Run Productions ;,10/09/97,0,134,-1
The Devil's Advocate,02:16:12,136,,57000000,Drama ;Horror ;Mystery ;Thriller ;,en,Regency Enterprises ;Monarchy Enterprises B ;Kopelson Entertainment ;Warner Bros ;New Regency Pictures ;Taurus Film ;,10/17/97,152944660,144,-8
Breaking Up,01:29:17,89,,0,Comedy ;Drama ;Romance ;,en,Regency Enterprises ;Warner Bros ;,10/17/97,11690,90,-1
Starship Troopers,02:06:42,126,,105000000,Adventure ;Action ;Thriller ;Science ;Fiction ;,en,TriStar Pictures ;Touchstone Pictures ;Big Bug Pictures ;,11/06/97,121214377,129,-3
Mad City,01:54:49,114,,50000000,Action ;Drama ;Thriller ;,en,Warner Bros ;Arnold Kopelson Productions ;,11/07/97,10541523,114,0
The Jackal,02:03:31,123,,60000000,Action ;Thriller ;Adventure ;Crime ;,en,Universal Pictures ;Toho ;Towa ;Mutual Film Company ;Marubeni ;Tele M ;Fernseh Produktionsgesellschaft  ;TMG ;Alphaville Films ;British Broadcasting Corporation  ;BBC ;UGC PH ;Mel ;Cite du Cinema ;,11/14/97,159330280,124,-1
Titanic,03:14:14,194,4/3/98,200000000,Thriller ;Drama ;Romance ;,en,Paramount Pictures; Twentieth Century Fox Film Corporation ; Lightstorm Entertainment,11/18/97,1845034188,194,0
Good Will Hunting,02:06:33,126,,10000000,Drama ;,en,Miramax Films ;Lawrence Bender Productions ;Be Gentlemen Limited Partnership ;,12/05/97,225933435,126,0
Scream 2,02:00:11,120,,24000000,Horror ;Mystery ;,en,Miramax Films ;Konrad Pictures ;Maven Entertainment ;Dimension Films ;,12/09/97,172363301,120,0
Home Alone 3,01:38:10,98,,32000000,Comedy ;Family ;,en,Twentieth Century Fox Film Corporation ;Hughes Entertainment ;,12/12/97,79082515,102,-4
As Good as It Gets,02:12:46,132,,50000000,Comedy ;Romance ;,en,Gracie Films ;TriStar Pictures ;,12/19/97,314178011,139,-7
Jackie Brown,02:34:22,154,,12000000,Comedy ;Crime ;Romance ;,en,Miramax Films ;,12/24/97,39673162,154,0
Wag the Dog,01:36:55,96,,15000000,Comedy ;Drama ;,en,New Line Cinema ;Tribeca Productions ;Baltimore Pictures ;,12/25/97,64256513,97,-1
Evasive Action,01:27:16,87,,0,Action ;Thriller ;,en,,01/01/98,0,91,-4
Fallout,01:27:11,87,,0,Action ;Science ;Fiction ;,en,,01/01/98,0,90,-3
Sour Grapes,01:28:04,88,,0,Comedy ;,en,Castle Rock Entertainment ;,01/01/98,0,91,-3
Fallen,02:04:11,124,,0,Thriller ; Fantasy ; Crime ; Drama,en,Atlas Entertainment ; Turner Pictures (I),01/16/98,25232289,124,0
The Prophecy II,01:22:22,82,,0,Fantasy ;Horror ;Thriller ;,en,,01/20/98,0,87,-5
Great Expectations,01:41:40,101,1/30/98,,Drama ;Romance ;,en,,01/30/98,,111,-10
Deep Rising,01:45:32,105,,45000000,Adventure ;Action ;Horror ;Science ;Fiction ;,en,Hollywood Pictures ;Cinergi Pictures Entertainment ;Calimari Productions ;,01/30/98,11203026,106,-1
Gia,01:57:19,117,,0,Drama ;Romance ;,en,HBO Pictures ;,01/31/98,0,120,-3
Blues Brothers 2000,02:03:31,123,2/6/98,28000000,Music ;Action ;Comedy ;Crime ;,en,Universal Pictures ;,02/05/98,14051384,123,0
The Replacement Killers,01:36:05,96,,30000000,Action ;Drama ;Crime ;Thriller ;,en,Columbia Pictures Corporation ;,02/06/98,19204929,87,9
The Wedding Singer,01:35:53,95,,18000000,Romance ;Comedy ;,en,New Line Cinema ;Robert Simonds Productions ;Juno Pix ;,02/13/98,123306987,95,0
Sphere,02:14:13,134,,75000000,Science ;Fiction ;,en,Punch Productions ;Warner Bros ;Baltimore Pictures ;Constant c Productions ;,02/13/98,13100000,134,0
Gunshy,01:32:23,92,4/26/99,0,Action ;Crime ;Thriller ;,en,Periscope Pictures ;,03/06/98,0,100,-8
The Big Lebowski,01:55:17,115,,15000000,Comedy ;Crime ;,en,Gramercy Pictures ;PolyGram Filmed Entertainment ;Working Title Films ;,03/06/98,46189568,117,-2
Wide Awake,01:27:17,87,,6000000,Comedy ;Drama ;Family ;,en,Miramax Films ;Woods Entertainment ;,03/20/98,0,88,-1
The Proposition,01:52:02,112,,147773,Drama ;Romance ;,en,PolyGram Filmed Entertainment ;Interscope Communications ;,03/26/98,0,110,2
Mercury Rising,01:51:20,111,,60000000,Action ;Crime ;Drama ;Thriller ;,en,Imagine Entertainment ;Universal Pictures ;,04/03/98,0,111,0
City of Angels,01:48:59,108,,55000000,Drama ;Fantasy ;Romance ;,en,Atlas Entertainment ;Regency Enterprises ;Monarchy Enterprises B ;Warner Bros ;Taurus Film ;,04/10/98,198685114,114,-6
I Think I Do,01:28:17,88,null,0,Comedy ;Romance ;,en,Danger Filmworks ;,04/10/98,344,90,-2
Music from Another Room,01:36:38,96,,0,Comedy ;Drama ;Romance ;,en,,04/24/98,0,104,-8
Deep Impact,01:56:12,116,,75000000,Action ;Drama ;Romance ;,en,Paramount Pictures ;DreamWorks SKG ;Zanuck ;Brown Productions ;Manhattan Project ;,05/08/98,140464664,120,-4
Blackjack,01:31:12,91,,0,Action ;Comedy; Crime,en,,05/12/98,0,112,-21
The Horse Whisperer,02:42:23,162,,60000000,Drama ;Romance ;,en,Wildwood Enterprises ;Touchstone Pictures ;,05/14/98,186883563,170,-8
Quest for Camelot,01:25:57,85,,40000000,Fantasy ;Animation ;Drama ;Romance ;Family ;,en,Warner Bros ;,05/15/98,38172500,86,-1
Fear and Loathing in Las Vegas,01:49:37,109,,18500000,Adventure ;Drama ;Comedy ;,en,Universal Pictures ;Summit Entertainment ;Rhino Films ;Fear and Loathing LLC ;Shark Productions ;,05/22/98,10680275,118,-9
The Truman Show,01:38:41,98,,60000000,Comedy ;Drama ;,en,Paramount Pictures ;Scott Rudin Productions ;,06/04/98,264118201,103,-5
A Perfect Murder,01:45:18,105,,60000000,Crime ;Thriller ;Drama ;,en,Kopelson Entertainment ;Warner Bros ;,06/05/98,128038368,107,-2
Mulan,01:27:50,87,,90000000,Animation ;Family ;Adventure ;,en,Walt Disney Pictures ;Walt Disney Feature Animation ;,06/18/98,304320254,88,-1
Children of the Corn V: Fields of Terror,01:23:09,83,,0,Horror ;Thriller ;,en,Blue Rider Pictures ;,06/21/98,0,83,0
Out of Sight,02:02:28,122,,48000000,Romance ;Comedy ;Crime ;,en,Universal Pictures ;Jersey Films ;,06/26/98,77745568,123,-1
Armageddon,02:30:50,150,,140000000,Action ;Thriller ;Science ;Fiction ;Adventure ;,en,Jerry Bruckheimer Films ;Touchstone Pictures ;Valhalla Motion Pictures ;,07/01/98,553799566,151,-1
Lethal Weapon 4,02:07:23,127,,140000000,Action ;Adventure ;Comedy ;Crime ;Thriller ;,en,Silver Pictures ;Donner ;Shuler ;Donner Productions ;Warner Bros ;,07/10/98,285444603,127,0
The Mask of Zorro,02:17:36,137,,95000000,Action ;Adventure ;,en,Amblin Entertainment ;TriStar Pictures ;,07/16/98,250288523,136,1
Saving Private Ryan,02:48:21,168,,70000000,Drama ;History ;War ;,en,Paramount Pictures ;DreamWorks SKG ;Amblin Entertainment ;Mutual Film Company ;Mark Gordon Productions ;,07/24/98,481840909,169,-1
The Parent Trap,02:02:41,122,,0,Comedy ;Drama ;Family ;,en,Walt Disney Pictures ;,07/28/98,0,127,-5
The Negotiator,02:19:34,139,,50000000,Action ;Adventure ;Crime ;Drama ;Mystery ;Thriller ;,en,Regency Enterprises ;Warner Bros ;,07/29/98,44547681,140,-1
Snake Eyes,01:38:17,98,,73000000,Crime ;Mystery ;,en,Paramount Pictures ;DeBart ;Touchstone Pictures ;Mel ;Cite du Cinema ;,08/07/98,103891409,98,0
Safe Men,01:27:57,87,,0,Comedy ;Crime ;,en,October Films ;Andell Entertainment ;Blue Guitar Films ;,08/17/98,0,88,-1
Wrongfully Accused,01:22:34,82,,0,Action ;Adventure ;Comedy ;,en,Path ;Films ;Warner Bros ;Morgan Creek Productions ;,08/21/98,0,87,-5
Next Stop Wonderland,01:35:54,95,,0,Comedy ;Drama ;Romance ;,en,,08/21/98,0,96,-1
Blade,02:00:15,120,,45000000,Horror ;Action ;,en,New Line Cinema ;Amen Ra Films ;Imaginary Forces ;Marvel Enterprises ;,08/21/98,131183530,120,0
54,01:24:34,84,,13000000,Music ;Drama ;,en,Redeemable Features ;FilmColony ;Miramax ;Dollface ;,08/28/98,16757163,93,-9
Rounders,02:00:36,120,,12000000,Drama ;Crime ;,en,Miramax Films ;Spanky Pictures ;,09/11/98,22921898,121,-1
Without Limits,01:58:05,118,,25000000,Drama ;,en,Cruise ;Wagner Productions ;Warner Bros ;,09/11/98,777423,117,1
Rushmore,01:32:48,92,,9000000,Comedy ;Drama ;,en,Touchstone Pictures ;,09/17/98,17096053,93,-1
Rush Hour,01:37:50,97,,33000000,Action ;Comedy ;Crime ;Thriller ;,en,New Line Cinema ;,09/18/98,244386864,98,-1
One True Thing,02:07:17,127,,0,Drama ;Romance ;,en,Universal Pictures ;,09/18/98,0,127,0
Thursday,01:25:16,85,,0,Drama ;Action ;Crime ;Thriller ;,en,Propaganda Films ;PolyGram Filmed Entertainment ;,09/25/98,0,84,1
What Dreams May Come,01:53:31,113,,85000000,Drama ;Fantasy ;Romance ;,en,PolyGram Filmed Entertainment ;,10/02/98,71485043,113,0
Memorial Day,01:27:10,87,,,Action; Thriller,en,,10/21/98,0,95,-8
The Mighty,01:40:29,100,,0,Comedy ;Drama ;,en,Miramax Films ;,10/23/98,0,100,0
Meet Joe Black,03:00:33,180,,90000000,Fantasy ;Drama ;Mystery ;,en,Universal Pictures ;City Light Films ;,11/12/98,142940100,178,2
Enemy of the State,02:12:11,132,,90000000,Action ;Drama ;Thriller ;,en,Jerry Bruckheimer Films ;Scott Free Productions ;Touchstone Pictures ;No Such Productions ;,11/20/98,250649836,132,0
A Bug's Life,01:34:53,94,,120000000,Adventure ;Animation ;Comedy ;Family ;,en,Walt Disney Pictures ;Pixar Animation Studios ;,11/25/98,363258859,95,-1
Psycho,01:48:51,108,,60000000,Horror ;Mystery ;Thriller ;,en,Imagine Entertainment ;Universal Pictures ;,12/04/98,37141130,105,3
Star Trek: Insurrection,01:43:01,103,,70000000,Science ;Fiction ;Action ;Adventure ;Thriller ;,en,Paramount Pictures ;,12/10/98,118000000,103,0
Shakespeare in Love,01:58:25,118,,25000000,Romance ;History ;,en,Miramax Films ;Universal Pictures ;Bedford Falls Productions ;,12/11/98,289317794,122,-4
You've Got Mail,01:59:23,119,,65000000,Comedy ;Romance ;,en,Warner Bros ;,12/17/98,250821495,119,0
The Thin Red Line,02:42:40,162,1/15/99,52000000,Drama ;History ;War ;,en,Fox  ;Pictures ;Phoenix Pictures ;Geisler ;Roberdeau ;,12/25/98,98126565,170,-8
The Faculty,01:43:34,103,,15000000,Horror ;Mystery ;Science ;Fiction ;,en,Dimension Films ;Los Hooligans Productions ;,12/25/98,40283321,104,-1
Patch Adams,01:55:16,115,,50000000,Comedy ;Drama ;,en,Universal Pictures ;Bungalow  ;Productions ;Blue Wolf ;Farrell ;Minoff ;,12/25/98,202292902,115,0
Stepmom,02:05:04,125,,0,Drama ;Romance ;,en,Columbia Pictures ;Pictures ;,12/25/98,0,124,1
Payback,01:30:18,90,,90000000,Drama ;Action ;Thriller ;Crime ;,en,Paramount Pictures ;Icon Entertainment International ;,02/05/99,161626121,100,-10
October Sky,01:47:27,107,,0,Drama ;Family ;,en,Universal Pictures ;,02/19/99,0,108,-1
Message in a Bottle,02:10:46,130,,80000000,Romance ;Drama ;,en,Bel Air Entertainment ;DiNovi Pictures ;Tiger Productions ;,02/22/99,118880016,131,-1
Cruel Intentions,01:37:26,97,,10500000,Drama ;Romance ;Thriller ;,en,Columbia Pictures ;Cruel Productions ;Newmarket Capital Group ;,03/05/99,75902208,97,0
Analyze This,01:43:34,103,,80000000,Comedy ;Crime ;,en,Spring Creek Productions ;Warner Bros ;Tribeca Productions ;Baltimore Pictures ;,03/05/99,176885658,103,0
From Dusk Till Dawn 2: Texas Blood Money,01:15:21,75,,5000000,Crime ;Action ;Horror ;Thriller ;,en,A Band Apart ;Dimension Films ;Los Hooligans Productions ;,03/16/99,0,88,-13
The Matrix,02:16:18,136,,63000000,Action ;Science ;Fiction ;,en,Village Roadshow Pictures ;Groucho II Film Partnership ;Silver Pictures ;Warner Bros ;,03/30/99,463517383,136,0
10 Things I Hate About You,01:37:36,97,,16000000,Comedy ;Romance ;Drama ;,en,Mad Chance ;Jaret Entertainment ;Touchstone Pictures ;,03/30/99,53478166,97,0
Never Been Kissed,01:47:28,107,4/9/99,25000000,Romance ;Comedy ;Drama ;,en,Fox  ;Pictures ;Flower Films  ;II ;Bushwood Pictures ;Never Been Kissed Productions ;,04/09/99,84565230,107,0
The Thirteenth Floor,01:36:14,96,,16000000,Thriller ;Science ;Fiction ;Mystery ;,en,Columbia Pictures ;Centropolis Film Productions ;,04/16/99,18564088,100,-4
Notting Hill,02:04:03,124,,42000000,Romance ;Comedy ;Drama ;,en,Bookshop Productions ;Notting Hill Pictures ;Working Title Films ;Polygram Filmed Entertainment ;,05/13/99,363889678,124,0
The Love Letter,01:23:35,83,,0,Comedy ;Drama ;Romance ;,en,DreamWorks SKG ;Sanford ;Pillsbury Productions ;,05/21/99,0,88,-5
Instinct,01:58:28,118,,80000000,Drama ;Mystery ;Thriller ;,en,Spyglass Entertainment ;Touchstone Pictures ;,06/04/99,0,126,-8
The General's Daughter,01:52:40,112,,60000000,Crime ;Drama ;Mystery ;Thriller ;,en,Paramount Pictures ;MFP Munich Film Partners GmbH  ;Company I ;Produktions KG ;Krane Entertainment ;Neufeld Rehme Productions ;,06/18/99,149705852,116,-4
Tarzan,01:28:16,88,,150000000,Adventure ;Animation ;Drama ;Family ;,en,Walt Disney Pictures ;,06/18/99,448000000,88,0
Big Daddy,01:29:06,89,,34200000,Comedy ;Drama ;,en,Columbia Pictures ;,06/25/99,234801895,93,-4
Wild Wild West,01:45:58,105,,170000000,Action ;Adventure ;Comedy ;Science ;Fiction ;Western ;,en,Todman ;Simon ;LeMasters Productions ;Warner Bros ;Peters Entertainment ;Sonnenfeld Josephson Worldwide Entertainment ;,06/29/99,222104681,106,-1
Summer of Sam,02:09:27,129,,0,Thriller ;Drama ;Crime ;Romance ;,en,Acres  ;A Mule Filmworks ;Touchstone Pictures ;,07/02/99,0,142,-13
A Murder of Crows,01:30:06,90,,0,Action ;Crime ;Thriller ;,en,Trilogy Entertainment Group ;Motion International ;Goodbros ;Pictures Entertainment ;,07/06/99,0,102,-12
Scarred City,01:20:54,80,,0,Action ;Thriller ;,en,Millenium Pictures ;,07/23/99,0,100,-20
Inspector Gadget,01:15:03,75,,75000000,Action ;Adventure ;Comedy ;Family ;,en,Walt Disney Pictures ;Caravan Pictures ;DiC Entertainment ;,07/23/99,0,78,-3
Drop Dead Gorgeous,01:37:59,97,,10000000,Comedy ;,en,New Line Cinema ;Capella International ;KC Medien AG ;,07/23/99,10571408,98,-1
Deep Blue Sea,01:45:00,105,,60000000,Action ;Science ;Fiction ;Thriller ;,en,Village Roadshow Pictures ;Warner Bros ;Riche ;Ludwig Productions ;Groucho III Film Partnership ;,07/28/99,73648228,105,0
Runaway Bride,01:56:20,116,,70000000,Comedy ;Romance ;,en,Paramount Pictures ;Lakeshore Entertainment ;Touchstone Pictures ;Interscope Communications ;,07/30/99,309457509,116,0
